ticket_id,purchase_date,ticket_created_at,first_response_at,resolved_at,agent_name,team,channel,priority,ticket_type,status,sla_target_hours,response_time_hours,resolution_time_hours,sla_breached,csat_score
T05436,2020-03-31 00:00:00,2022-02-17 11:06:59,2022-02-19 00:38:07,2022-02-20 12:29:52,Jonas,Technical Support,Chat,Low,Technical issue,Closed,24,37.51907576284839,73.38147941756777,Yes,1.1525438446075567
T05437,2020-07-04 00:00:00,2021-03-16 10:13:59,2021-03-16 14:03:37,2021-03-18 11:03:07,Sofia,Technical Support,Social media,Critical,Technical issue,Closed,2,3.8274832804423933,48.819032128957225,Yes,3.8477313133250037
T05438,2020-04-04 00:00:00,2022-06-04 09:28:09,2022-06-04 14:14:22,2022-06-05 17:43:56,Anna,General Support,Chat,High,Cancellation request,Closed,4,4.770554751334826,32.2632224764233,Yes,2.9326348161997373
T05439,2021-08-11 00:00:00,2022-08-05 15:52:03,2022-08-06 06:19:37,2022-08-07 09:10:45,Noah,Billing Support,Email,Medium,Billing inquiry,Closed,8,14.45962731219543,41.31179104011507,Yes,
T05440,2020-07-27 00:00:00,2022-09-25 08:38:27,2022-09-25 23:21:15,2022-09-29 00:40:53,Emma,Billing Support,Email,Medium,Refund request,Closed,8,14.713600464588458,88.04071834215156,Yes,
T05441,2020-03-16 00:00:00,2022-11-26 13:41:33,2022-11-26 16:52:50,2022-11-28 08:37:51,Lukas,General Support,Chat,Critical,Cancellation request,Closed,2,3.1881313249787517,42.93845935741197,Yes,1.5723777710855475
T05442,2020-01-31 00:00:00,2022-11-06 15:41:40,2022-11-06 22:41:14,2022-11-09 08:34:02,Emma,Billing Support,Chat,High,Refund request,Closed,4,6.993005257230297,64.87293756879146,Yes,
T05443,2021-02-08 00:00:00,2022-07-13 10:18:15,2022-07-14 19:49:09,2022-07-16 23:55:44,Noah,Billing Support,Phone,Low,Refund request,Closed,24,33.51505382365271,85.62474031898707,Yes,1.852358060637382
T05444,2021-10-22 00:00:00,2021-08-04 13:12:59,2021-08-05 00:25:36,2021-08-07 08:48:55,Sofia,Technical Support,Social media,Medium,Technical issue,Closed,8,11.210505442715943,67.5988952742244,Yes,1.557503009361368
T05445,2021-12-24 00:00:00,2022-10-12 11:34:17,2022-10-13 09:18:47,,Anna,General Support,Email,Low,Cancellation request,Open,24,21.741695607600285,31.618540109759135,Yes,
T05446,2020-01-08 00:00:00,2022-10-12 12:57:24,2022-10-12 17:14:12,2022-10-13 14:12:25,Emma,Billing Support,Phone,Medium,Billing inquiry,Closed,8,4.2800196114293945,25.25053100434835,No,2.6649852914279544
T05447,2021-10-30 00:00:00,2022-09-03 18:11:44,2022-09-03 23:49:18,2022-09-04 17:54:32,Anna,General Support,Phone,High,Product inquiry,Closed,4,5.626117800982234,23.71359080514861,Yes,3.744741579572199
T05448,2020-02-18 00:00:00,2021-10-04 11:23:05,2021-10-05 21:01:24,2021-10-08 21:45:06,Sofia,Technical Support,Email,Low,Technical issue,Closed,24,33.63883585318652,106.36707660882415,Yes,
T05449,2021-02-21 00:00:00,2021-05-26 18:14:43,2021-05-27 00:11:35,,Noah,Billing Support,Email,Medium,Billing inquiry,Open,8,5.947981516432498,25.317502390811413,No,
T05450,2021-11-27 00:00:00,2021-05-14 18:39:40,2021-05-15 05:44:03,2021-05-15 23:06:34,Anna,General Support,Phone,Low,Cancellation request,Closed,24,11.073332499798392,28.44837559784567,No,
T05451,2020-05-07 00:00:00,2021-11-03 08:57:09,2021-11-03 11:29:24,2021-11-04 04:15:28,Noah,Billing Support,Phone,High,Refund request,Closed,4,2.5376674604988887,19.305445699200583,No,1.0
T05452,2020-06-21 00:00:00,2021-01-22 08:08:59,2021-01-22 09:47:48,2021-01-23 07:02:20,Emma,Billing Support,Phone,Critical,Billing inquiry,Closed,2,1.647002823399672,22.889218028449296,No,
T05453,2020-09-11 00:00:00,2022-10-26 15:42:45,2022-10-26 20:18:27,2022-10-29 08:51:35,Noah,Billing Support,Social media,Critical,Refund request,Closed,2,4.595121578580107,65.14741929565471,Yes,1.0
T05454,2021-03-01 00:00:00,2021-05-12 14:59:59,2021-05-12 16:33:19,,Mia,General Support,Chat,Critical,Product inquiry,Pending Customer Response,2,1.555767561685283,25.533759223225665,No,
T05455,2021-05-01 00:00:00,2021-03-21 16:49:22,2021-03-22 06:29:49,,Anna,General Support,Email,Medium,Cancellation request,Open,8,13.674400113084516,6.486152688945192,Yes,
T05456,2020-06-07 00:00:00,2021-06-04 09:28:04,2021-06-04 14:46:28,2021-06-06 22:18:57,Anna,General Support,Phone,High,Product inquiry,Closed,4,5.306900693344038,60.84822985506731,Yes,3.683273392066064
T05457,2021-04-10 00:00:00,2022-05-01 08:33:09,2022-05-01 13:07:58,2022-05-03 12:18:52,Noah,Billing Support,Phone,Medium,Refund request,Closed,8,4.5804633627212805,51.76203425878118,No,
T05458,2021-05-27 00:00:00,2022-04-02 12:51:11,2022-04-04 17:43:27,2022-04-05 05:49:12,Emma,Billing Support,Social media,Low,Billing inquiry,Closed,24,52.87114322154464,64.96704861539227,Yes,1.0619071072532296
T05459,2020-08-16 00:00:00,2022-11-27 16:25:24,2022-11-27 22:24:58,2022-11-29 09:26:31,Mia,General Support,Phone,High,Cancellation request,Closed,4,5.992908500275967,41.018778862424746,Yes,
T05460,2021-09-12 00:00:00,2022-03-25 17:37:08,2022-03-26 02:27:00,,Noah,Billing Support,Chat,Medium,Refund request,Pending Customer Response,8,8.831215802811986,58.64587794724058,Yes,
T05461,2020-10-27 00:00:00,2022-11-07 14:49:42,2022-11-08 03:07:01,2022-11-09 03:56:16,Anna,General Support,Phone,Medium,Product inquiry,Closed,8,12.288712161666425,37.10946235044476,Yes,1.6113547729285345
T05462,2021-05-29 00:00:00,2022-04-16 12:40:58,2022-04-17 09:27:45,2022-04-17 13:27:59,Lukas,General Support,Social media,Medium,Cancellation request,Closed,8,20.779752809729054,24.783819734009555,Yes,1.0
T05463,2020-12-14 00:00:00,2021-08-29 16:05:35,2021-08-29 17:53:59,2021-08-31 00:10:20,Noah,Billing Support,Social media,High,Refund request,Closed,4,1.806877135445334,32.07934027823069,No,
T05464,2020-12-08 00:00:00,2021-07-03 11:37:03,2021-07-05 07:52:04,2021-07-06 13:30:12,Jonas,Technical Support,Social media,Low,Technical issue,Closed,24,44.25047414377088,73.88605165980692,Yes,
T05465,2020-03-17 00:00:00,2022-08-21 18:29:24,2022-08-21 19:45:52,2022-08-23 04:22:42,Emma,Billing Support,Social media,Critical,Billing inquiry,Closed,2,1.2745239513555051,33.88857339894977,No,
T05466,2021-05-16 00:00:00,2021-09-17 13:58:26,2021-09-17 18:04:14,2021-09-18 18:28:38,Mia,General Support,Chat,High,Cancellation request,Closed,4,4.0968954336700065,28.50335853059571,Yes,
T05467,2020-01-18 00:00:00,2022-03-14 16:08:36,2022-03-15 11:20:02,2022-03-17 16:05:25,Mia,General Support,Email,Medium,Product inquiry,Closed,8,19.19076135152626,71.94702444021307,Yes,1.0
T05468,2021-04-25 00:00:00,2022-08-09 16:49:07,2022-08-10 02:47:07,,Lukas,General Support,Social media,Medium,Product inquiry,Open,8,9.96686501707106,105.82386844156545,Yes,1.7962731619426302
T05469,2020-07-19 00:00:00,2022-09-29 17:05:29,2022-09-30 22:41:11,,Emma,Billing Support,Email,Low,Billing inquiry,Pending Customer Response,24,29.59506112285954,50.237099105444734,Yes,
T05470,2021-03-06 00:00:00,2022-07-09 14:23:33,2022-07-10 00:39:02,2022-07-12 09:05:26,Emma,Billing Support,Chat,Medium,Billing inquiry,Closed,8,10.258244085651617,66.69808989933313,Yes,
T05471,2020-07-29 00:00:00,2021-01-03 09:36:33,2021-01-03 12:02:04,,Noah,Billing Support,Email,High,Refund request,Pending Customer Response,4,2.4253486238628192,24.14652627201275,No,4.99585592159389
T05472,2021-12-20 00:00:00,2022-12-08 08:46:08,2022-12-09 08:17:47,2022-12-16 04:00:59,Sofia,Technical Support,Chat,Low,Technical issue,Closed,24,23.527687245782396,187.24751521834418,Yes,
T05473,2021-09-05 00:00:00,2021-09-23 14:48:11,2021-09-24 02:46:57,2021-09-25 02:00:44,Emma,Billing Support,Social media,Medium,Refund request,Closed,8,11.979664037559598,35.20918715649095,Yes,1.0
T05474,2021-02-18 00:00:00,2021-06-21 11:37:51,2021-06-21 14:53:48,,Daniel,Technical Support,Social media,High,Technical issue,Pending Customer Response,4,3.266080696109581,76.42063413144685,No,1.648126798107104
T05475,2020-06-04 00:00:00,2021-11-26 17:20:43,2021-11-27 10:24:54,2021-12-02 18:20:19,Daniel,Technical Support,Social media,Medium,Technical issue,Closed,8,17.06976083862806,144.9934499771289,Yes,3.322703223889345
T05476,2021-05-07 00:00:00,2021-12-10 10:05:25,2021-12-13 07:25:32,2021-12-17 01:07:08,Daniel,Technical Support,Email,Low,Technical issue,Closed,24,69.33542024369599,159.0288530557304,Yes,4.294533287873561
T05477,2021-05-08 00:00:00,2022-03-23 16:09:24,2022-03-24 00:33:26,2022-03-24 23:10:08,Mia,General Support,Chat,Medium,Cancellation request,Closed,8,8.400774103620668,31.012449856751253,Yes,
T05478,2020-08-15 00:00:00,2021-12-05 08:46:40,2021-12-05 22:52:07,2021-12-07 06:30:30,Lukas,General Support,Social media,Medium,Product inquiry,Closed,8,14.09084548822078,45.730656798017925,Yes,4.304928473695139
T05479,2021-08-01 00:00:00,2021-04-29 12:40:55,2021-04-29 17:45:13,2021-04-30 04:50:00,Noah,Billing Support,Social media,High,Billing inquiry,Closed,4,5.071823668196729,16.15148913917999,Yes,1.0
T05480,2020-01-27 00:00:00,2021-04-11 13:48:19,2021-04-11 19:59:54,2021-04-12 22:31:37,Mia,General Support,Email,High,Product inquiry,Closed,4,6.193189695687704,32.721941654331374,Yes,
T05481,2021-11-28 00:00:00,2022-12-31 10:13:17,2023-01-01 16:37:01,2023-01-02 14:48:33,Emma,Billing Support,Phone,Low,Refund request,Closed,24,30.395728827382577,52.587793676743765,Yes,
T05482,2020-12-23 00:00:00,2022-10-06 11:11:28,2022-10-06 19:35:54,2022-10-09 11:56:13,Lukas,General Support,Phone,Medium,Product inquiry,Closed,8,8.407356850164636,72.74585594000122,Yes,1.0
T05483,2020-01-22 00:00:00,2021-01-08 08:47:44,2021-01-08 10:11:10,2021-01-08 16:12:20,Noah,Billing Support,Phone,High,Refund request,Closed,4,1.390566810297838,7.4102539742628,No,
T05484,2020-09-03 00:00:00,2021-03-24 17:22:30,2021-03-25 07:57:08,2021-03-25 13:15:04,Noah,Billing Support,Social media,Low,Billing inquiry,Closed,24,14.577457355423787,19.876191881812716,No,
T05485,2020-05-21 00:00:00,2021-08-09 18:11:57,2021-08-10 11:35:43,2021-08-11 19:36:55,Lukas,General Support,Social media,Medium,Product inquiry,Closed,8,17.396360313504854,49.416129005844866,Yes,
T05486,2020-12-26 00:00:00,2022-12-15 13:41:42,2022-12-15 15:48:57,2022-12-16 23:08:22,Emma,Billing Support,Phone,Critical,Billing inquiry,Closed,2,2.1208635524183954,33.44456162961667,Yes,
T05487,2021-04-29 00:00:00,2022-10-11 13:30:44,2022-10-14 19:52:23,2022-10-17 06:52:30,Sofia,Technical Support,Social media,Low,Technical issue,Closed,24,78.3608876093463,137.36300643634712,Yes,
T05488,2020-02-28 00:00:00,2022-05-06 16:31:13,2022-05-06 23:35:38,2022-05-09 01:04:29,Noah,Billing Support,Phone,Medium,Billing inquiry,Closed,8,7.073768669997315,56.55447185307315,Yes,3.9916703790771813
T05489,2021-01-18 00:00:00,2021-12-18 11:53:03,2021-12-19 01:34:58,2021-12-20 14:12:24,Daniel,Technical Support,Social media,Medium,Technical issue,Closed,8,13.698693218232899,50.32254153480428,Yes,
T05490,2021-04-23 00:00:00,2022-06-26 14:41:59,2022-06-26 19:12:34,2022-06-27 12:05:31,Mia,General Support,Social media,Critical,Cancellation request,Closed,2,4.509974557761379,21.39222949174458,Yes,
T05491,2021-08-08 00:00:00,2022-04-28 13:19:01,2022-04-28 16:09:38,,Lukas,General Support,Phone,Critical,Product inquiry,Open,2,2.8436699574857194,51.144299725124526,Yes,
T05492,2021-04-09 00:00:00,2022-10-08 14:33:17,2022-10-08 14:56:50,2022-10-09 18:16:38,Mia,General Support,Phone,Critical,Cancellation request,Closed,2,0.39276952431985135,27.722715775788114,No,1.0
T05493,2021-11-27 00:00:00,2022-07-12 13:13:54,2022-07-12 20:36:38,,Mia,General Support,Email,High,Cancellation request,Pending Customer Response,4,7.378896016103499,21.501829267549574,Yes,
T05494,2021-11-03 00:00:00,2022-12-15 15:22:34,2022-12-15 20:34:49,,Sofia,Technical Support,Chat,Critical,Technical issue,Pending Customer Response,2,5.2043601146421565,54.72832378944712,Yes,
T05495,2020-05-31 00:00:00,2022-10-10 08:19:15,2022-10-12 21:23:16,,Jonas,Technical Support,Chat,Low,Technical issue,Open,24,61.066995436662786,231.66734846581363,Yes,1.0
T05496,2021-04-05 00:00:00,2022-01-06 13:48:12,2022-01-06 22:50:38,2022-01-08 00:53:01,Lukas,General Support,Social media,Medium,Product inquiry,Closed,8,9.040791115616887,35.080480027294904,Yes,
T05497,2021-02-05 00:00:00,2021-12-14 15:54:51,2021-12-15 01:09:58,2021-12-20 14:52:37,Jonas,Technical Support,Email,High,Technical issue,Closed,4,9.25204583731273,142.96299241487645,Yes,
T05498,2020-05-21 00:00:00,2022-04-10 16:01:48,2022-04-11 11:38:05,2022-04-12 00:13:17,Emma,Billing Support,Phone,Low,Billing inquiry,Closed,24,19.604975450866267,16.80731696308666,Yes,
T05499,2021-04-20 00:00:00,2021-04-26 08:33:19,2021-04-26 15:20:44,2021-04-28 01:28:38,Jonas,Technical Support,Social media,High,Technical issue,Closed,4,6.790401368020498,40.92217834981854,Yes,
T05500,2020-12-22 00:00:00,2021-06-24 16:42:48,2021-06-24 18:14:16,2021-06-26 17:22:50,Noah,Billing Support,Email,High,Refund request,Closed,4,1.524721219598976,48.66735303305447,No,
T05501,2020-01-02 00:00:00,2021-03-30 10:13:54,2021-03-31 03:36:04,2021-03-31 21:47:30,Jonas,Technical Support,Email,Medium,Technical issue,Closed,8,17.369596398154098,35.56002633470877,Yes,
T05502,2021-02-06 00:00:00,2022-03-23 16:07:36,2022-03-24 00:53:05,2022-03-24 18:48:11,Noah,Billing Support,Social media,Medium,Refund request,Closed,8,8.758245791059538,26.67648125893609,Yes,
T05503,2021-07-12 00:00:00,2021-11-19 13:48:35,2021-11-19 14:56:47,2021-11-21 15:02:41,Noah,Billing Support,Phone,Critical,Refund request,Closed,2,1.1368439088079005,49.23514804433007,No,2.337401989268079
T05504,2021-06-22 00:00:00,2021-03-27 12:05:02,2021-03-28 00:52:34,,Jonas,Technical Support,Email,Medium,Technical issue,Open,8,12.792307408727304,42.44574835531249,Yes,1.0
T05505,2021-07-16 00:00:00,2021-10-26 18:17:50,2021-10-26 19:15:10,2021-10-27 04:29:56,Emma,Billing Support,Social media,Critical,Refund request,Closed,2,0.9556321890603491,10.201765709716888,No,
T05506,2020-07-14 00:00:00,2022-12-14 10:27:46,2022-12-14 11:01:57,2022-12-15 12:16:21,Emma,Billing Support,Email,Critical,Refund request,Closed,2,0.5699179969061078,25.80972281091315,No,
T05507,2021-02-13 00:00:00,2021-10-12 12:29:23,2021-10-12 16:46:43,2021-10-16 00:20:08,Sofia,Technical Support,Phone,High,Technical issue,Closed,4,4.289082401803132,83.84589913027561,Yes,
T05508,2020-02-21 00:00:00,2022-01-09 11:34:10,2022-01-09 12:02:54,2022-01-10 00:50:26,Anna,General Support,Email,Critical,Cancellation request,Closed,2,0.4791352120685348,13.271202801329911,No,
T05509,2021-06-10 00:00:00,2021-09-25 18:32:55,2021-09-25 20:23:52,2021-09-27 11:28:41,Noah,Billing Support,Email,Critical,Refund request,Closed,2,1.849385960096641,40.92955376301958,Yes,
T05510,2021-08-28 00:00:00,2021-08-17 12:57:57,2021-08-17 18:45:16,2021-08-20 00:28:31,Lukas,General Support,Email,High,Product inquiry,Closed,4,5.788637347843138,59.5095440004669,Yes,
T05511,2020-03-05 00:00:00,2022-02-24 10:36:20,2022-02-25 21:03:10,2022-02-26 08:38:42,Lukas,General Support,Email,Low,Cancellation request,Closed,24,34.4472923986558,46.03951428690124,Yes,3.138191811547474
T05512,2021-10-18 00:00:00,2022-10-27 09:55:24,2022-10-27 11:55:41,2022-10-28 18:37:45,Emma,Billing Support,Phone,Critical,Billing inquiry,Closed,2,2.0048530189157274,32.70608155585911,Yes,1.634397059942251
T05513,2021-04-16 00:00:00,2022-07-14 15:39:48,2022-07-14 16:17:33,2022-07-15 12:07:21,Emma,Billing Support,Social media,Critical,Refund request,Closed,2,0.6292328029386487,20.45921749368446,No,
T05514,2021-06-26 00:00:00,2022-01-02 11:51:48,2022-01-02 15:52:18,2022-01-05 19:22:34,Anna,General Support,Email,Critical,Product inquiry,Closed,2,4.008452676120356,79.51302651827434,Yes,1.0
T05515,2020-02-09 00:00:00,2021-04-25 12:33:26,2021-04-25 22:49:48,2021-04-26 19:58:02,Emma,Billing Support,Email,Medium,Refund request,Closed,8,10.272976624873445,31.410170472557887,Yes,1.765270408363887
T05516,2020-07-13 00:00:00,2022-05-23 10:07:39,2022-05-23 14:30:56,2022-05-24 17:54:42,Noah,Billing Support,Phone,High,Refund request,Closed,4,4.388285579277428,31.78428839160096,Yes,
T05517,2021-09-12 00:00:00,2022-11-11 16:13:32,2022-11-12 08:06:20,2022-11-14 12:37:59,Lukas,General Support,Phone,Medium,Product inquiry,Closed,8,15.880063612578647,68.4076171919692,Yes,
T05518,2021-09-27 00:00:00,2022-11-25 18:09:13,2022-11-28 04:59:22,2022-11-28 07:12:39,Sofia,Technical Support,Social media,Low,Technical issue,Closed,24,58.83609634602643,57.7191999879908,Yes,
T05519,2020-11-10 00:00:00,2022-12-09 09:46:03,2022-12-09 17:08:08,2022-12-10 17:02:26,Lukas,General Support,Chat,Medium,Cancellation request,Closed,8,7.368233072860012,31.27323530030632,Yes,1.5459790333463803
T05520,2021-05-22 00:00:00,2022-08-06 17:39:58,2022-08-07 04:43:39,2022-08-08 17:41:02,Anna,General Support,Chat,Medium,Product inquiry,Closed,8,11.061467382978616,48.017810949172045,Yes,
T05521,2021-02-17 00:00:00,2021-08-11 12:05:55,2021-08-11 15:41:33,,Noah,Billing Support,Chat,High,Billing inquiry,Open,4,3.5940764658499336,46.15431892810149,No,
T05522,2021-12-25 00:00:00,2022-06-26 12:28:59,2022-06-27 00:45:11,2022-06-29 15:17:53,Mia,General Support,Chat,Medium,Product inquiry,Closed,8,12.270175471101643,74.81510332529473,Yes,
T05523,2020-01-04 00:00:00,2022-11-10 09:25:16,2022-11-10 12:49:16,2022-11-12 17:37:45,Emma,Billing Support,Social media,High,Refund request,Closed,4,3.4001255777007446,56.20830646052735,Yes,1.0
T05524,2021-03-02 00:00:00,2022-02-10 15:31:54,2022-02-10 15:54:26,2022-02-11 05:50:36,Mia,General Support,Social media,Critical,Cancellation request,Closed,2,0.37557016522519776,14.311757308037592,No,2.166561308472132
T05525,2020-07-29 00:00:00,2022-05-19 14:36:57,2022-05-20 08:11:01,2022-05-20 09:22:26,Noah,Billing Support,Email,Medium,Refund request,Closed,8,17.568045314798287,18.758271090355677,Yes,
T05526,2021-04-10 00:00:00,2021-06-06 15:16:52,2021-06-07 03:15:51,2021-06-07 21:42:34,Mia,General Support,Chat,Low,Cancellation request,Closed,24,11.983219232987267,30.428484112739596,No,
T05527,2020-12-17 00:00:00,2022-11-08 16:40:07,2022-11-09 09:31:44,2022-11-09 13:15:05,Lukas,General Support,Phone,Low,Cancellation request,Closed,24,16.860543787354395,20.582919376155083,No,
T05528,2020-09-30 00:00:00,2022-08-31 13:46:47,2022-08-31 19:13:38,2022-09-02 14:52:18,Sofia,Technical Support,Email,High,Technical issue,Closed,4,5.447750936750904,49.09196773530454,Yes,
T05529,2020-02-06 00:00:00,2021-03-02 11:04:11,2021-03-03 01:24:59,2021-03-04 15:20:13,Noah,Billing Support,Social media,Low,Refund request,Closed,24,14.346915422767154,52.26744667212349,No,
T05530,2020-02-21 00:00:00,2022-11-05 17:19:16,2022-11-06 20:06:42,2022-11-08 00:45:57,Sofia,Technical Support,Social media,Medium,Technical issue,Closed,8,26.79076368862316,55.44481320108741,Yes,
T05531,2020-10-10 00:00:00,2022-03-08 14:08:03,2022-03-08 21:20:12,2022-03-13 01:10:25,Lukas,General Support,Social media,Medium,Product inquiry,Closed,8,7.202745913738083,107.03953415571597,Yes,
T05532,2021-07-06 00:00:00,2021-10-02 12:24:28,2021-10-03 04:23:35,2021-10-04 23:14:19,Emma,Billing Support,Email,Low,Billing inquiry,Closed,24,15.98528366075699,58.83102617310506,No,
T05533,2021-09-02 00:00:00,2022-05-03 11:39:29,2022-05-03 18:18:05,2022-05-04 19:21:48,Daniel,Technical Support,Email,High,Technical issue,Closed,4,6.643359307861326,31.705427379458374,Yes,
T05534,2020-02-03 00:00:00,2022-12-11 11:50:47,2022-12-11 16:32:22,2022-12-14 05:41:54,Noah,Billing Support,Social media,Critical,Refund request,Closed,2,4.69330356727502,65.85202940876559,Yes,
T05535,2020-10-22 00:00:00,2022-08-29 08:43:23,2022-08-31 02:49:39,2022-08-31 11:22:49,Mia,General Support,Phone,Low,Cancellation request,Closed,24,42.10455524617479,50.65726761984295,Yes,
T05536,2021-06-03 00:00:00,2021-07-01 13:39:01,2021-07-02 20:40:23,2021-07-03 18:46:12,Daniel,Technical Support,Chat,Low,Technical issue,Closed,24,31.023034868857412,53.11975143305075,Yes,
T05537,2021-11-18 00:00:00,2022-07-15 15:38:30,2022-07-15 20:49:27,2022-07-16 12:45:11,Noah,Billing Support,Social media,High,Refund request,Closed,4,5.182587617759741,21.111610652667952,Yes,
T05538,2021-02-02 00:00:00,2021-07-04 10:34:23,2021-07-05 03:19:37,2021-07-10 16:41:29,Jonas,Technical Support,Phone,Low,Technical issue,Closed,24,16.754152406202167,150.11860553546035,No,1.6214823700409566
T05539,2021-11-10 00:00:00,2022-02-21 17:44:03,2022-02-22 09:06:59,2022-02-26 03:08:13,Lukas,General Support,Social media,Medium,Product inquiry,Closed,8,15.382396638541211,105.40288996757991,Yes,
T05540,2021-05-09 00:00:00,2022-12-15 13:54:33,2022-12-15 17:48:44,2022-12-16 14:49:46,Jonas,Technical Support,Phone,High,Technical issue,Closed,4,3.9031232666597417,24.920407054744718,Yes,3.533284874435153
T05541,2020-01-26 00:00:00,2021-01-23 12:52:35,2021-01-24 07:04:41,2021-01-24 13:48:03,Emma,Billing Support,Phone,Low,Refund request,Closed,24,18.201739150533825,24.924648990673415,No,4.954445081190156
T05542,2021-04-30 00:00:00,2021-10-13 10:01:36,2021-10-13 12:36:45,2021-10-13 23:02:39,Emma,Billing Support,Social media,Critical,Billing inquiry,Closed,2,2.5858815998272506,13.01777396851717,Yes,
T05543,2020-11-15 00:00:00,2021-06-26 12:10:52,2021-06-26 18:48:11,2021-06-29 12:49:10,Anna,General Support,Phone,Medium,Product inquiry,Closed,8,6.6221210972917515,72.6383345501217,No,3.6377969265906245
T05544,2021-04-01 00:00:00,2021-08-02 18:32:21,2021-08-02 19:50:05,2021-08-05 03:55:43,Mia,General Support,Chat,Critical,Product inquiry,Closed,2,1.2957504047154262,57.38966424924396,No,
T05545,2020-06-12 00:00:00,2021-07-19 14:36:04,2021-07-19 17:36:39,2021-07-20 23:10:50,Mia,General Support,Chat,Critical,Product inquiry,Closed,2,3.00972588760411,32.57966875697832,Yes,
T05546,2020-11-03 00:00:00,2021-09-10 10:45:22,2021-09-10 13:56:04,2021-09-10 17:35:30,Lukas,General Support,Email,Critical,Cancellation request,Closed,2,3.1784063673259384,6.835574470891449,Yes,
T05547,2021-03-16 00:00:00,2022-10-25 12:49:30,2022-10-25 22:26:24,2022-10-29 21:23:34,Jonas,Technical Support,Chat,High,Technical issue,Closed,4,9.615271154241828,104.56792458797004,Yes,
T05548,2020-08-09 00:00:00,2022-07-03 18:10:39,2022-07-04 02:55:17,2022-07-06 18:08:34,Emma,Billing Support,Email,High,Refund request,Closed,4,8.744011386016208,71.96534517800956,Yes,1.0
T05549,2021-01-03 00:00:00,2022-12-15 17:00:58,2022-12-17 00:19:57,,Anna,General Support,Social media,Low,Cancellation request,Pending Customer Response,24,31.316593307594168,12.026164435840391,Yes,
T05550,2020-01-08 00:00:00,2022-02-24 18:53:58,2022-02-24 20:50:28,2022-02-25 13:21:30,Noah,Billing Support,Social media,High,Billing inquiry,Closed,4,1.9418133965860167,18.459147563898608,No,2.1374811138355025
T05551,2021-03-26 00:00:00,2022-08-26 08:33:14,2022-08-28 10:15:43,2022-08-28 13:52:40,Anna,General Support,Social media,Low,Cancellation request,Closed,24,49.70806276876099,20.297557531255098,Yes,
T05552,2020-10-29 00:00:00,2021-08-23 17:15:31,2021-08-23 19:16:11,2021-08-25 01:07:40,Mia,General Support,Social media,High,Cancellation request,Closed,4,2.0112364343886227,31.86923656051061,No,
T05553,2020-10-17 00:00:00,2021-04-09 11:12:51,2021-04-09 12:21:17,2021-04-11 06:42:35,Emma,Billing Support,Phone,High,Refund request,Closed,4,1.1408059204466052,43.495702657673355,No,1.0
T05554,2021-05-25 00:00:00,2021-05-02 08:36:34,2021-05-03 13:09:11,2021-05-04 20:41:10,Lukas,General Support,Phone,Low,Product inquiry,Closed,24,28.54369882907446,60.076666699514234,Yes,
T05555,2021-02-01 00:00:00,2021-02-08 15:44:52,2021-02-10 08:14:57,2021-02-12 20:10:28,Sofia,Technical Support,Email,Low,Technical issue,Closed,24,40.50162091945467,100.42672974448048,Yes,
T05556,2021-06-27 00:00:00,2021-04-21 12:59:50,2021-04-21 14:21:12,2021-04-22 14:51:38,Noah,Billing Support,Chat,Critical,Refund request,Closed,2,1.3561945361505316,25.86358597861823,No,
T05557,2020-12-22 00:00:00,2022-05-28 15:28:43,2022-05-31 12:40:08,2022-06-01 10:28:40,Anna,General Support,Email,Low,Cancellation request,Closed,24,69.1903229379809,46.35425207678385,Yes,1.0
T05558,2021-01-08 00:00:00,2022-12-14 13:04:25,2022-12-16 11:59:17,2022-12-17 05:23:07,Jonas,Technical Support,Phone,Low,Technical issue,Closed,24,46.914517946438274,64.31177363217071,Yes,1.0
T05559,2020-11-12 00:00:00,2021-07-25 15:51:15,2021-07-25 16:08:53,2021-07-26 10:29:56,Noah,Billing Support,Chat,Critical,Refund request,Closed,2,0.29403617060515413,18.64492855367184,No,
T05560,2020-01-18 00:00:00,2021-12-09 08:38:40,2021-12-09 11:46:46,2021-12-11 11:39:28,Noah,Billing Support,Chat,High,Refund request,Closed,4,3.13519611153284,51.01342157540326,No,
T05561,2020-08-07 00:00:00,2021-08-03 16:07:45,2021-08-03 20:34:31,2021-08-04 17:18:22,Mia,General Support,Email,High,Product inquiry,Closed,4,4.446124878475881,25.17721879692383,Yes,
T05562,2021-02-17 00:00:00,2022-11-17 15:25:19,2022-11-18 03:24:10,2022-11-21 11:16:37,Noah,Billing Support,Chat,Medium,Refund request,Closed,8,11.980986062822268,91.85508405249682,Yes,
T05563,2021-04-05 00:00:00,2022-07-27 14:24:19,2022-07-27 18:03:04,2022-07-28 04:39:49,Mia,General Support,Email,High,Product inquiry,Closed,4,3.645865780880282,14.258341288634737,Yes,
T05564,2020-02-11 00:00:00,2022-10-23 18:55:59,2022-10-23 21:00:08,2022-10-25 09:34:30,Noah,Billing Support,Email,Critical,Billing inquiry,Closed,2,2.069215233390577,38.64217180537594,Yes,
T05565,2021-08-18 00:00:00,2022-09-20 17:32:38,2022-09-22 16:55:42,2022-09-24 08:16:50,Emma,Billing Support,Social media,Low,Refund request,Closed,24,47.38461253577014,86.73689270319565,Yes,1.0
